role,location,education,experience,skills_count,projects,salary_lpa
Data Analyst,Bangalore,2,1.7,5,4,14.45
AI Engineer,Bangalore,3,0.3,19,2,18.54
Data Analyst,Bangalore,3,4.5,11,3,17.43
AI Engineer,Delhi,0,0.9,10,1,12.73
Software Engineer,Hyderabad,3,0.4,13,6,12.92
Cloud Engineer,Remote,3,1.3,19,3,14.46
Cloud Engineer,Hyderabad,2,0.2,9,3,13.51
Data Analyst,Remote,3,0.8,13,2,12.27
Frontend Developer,Bangalore,3,3.3,8,2,15.39
Data Analyst,Kolkata,2,6.5,10,6,20.96
Cloud Engineer,Ahmedabad,2,2.0,6,7,17.33
Frontend Developer,Hyderabad,2,1.0,11,3,14.0
Data Analyst,Kolkata,2,0.1,13,3,8.23
ML Engineer,Ahmedabad,3,0.6,19,3,16.88
Cybersecurity Analyst,Mumbai,3,1.2,5,3,15.03
Software Engineer,US Remote,3,2.2,20,1,33.98
AI Engineer,Bangalore,2,0.4,17,2,17.38
DevOps Engineer,Kolkata,3,2.5,23,4,17.3
Frontend Developer,US Remote,2,1.2,15,6,27.25
Full Stack Developer,Mumbai,0,2.5,10,6,12.47
Cybersecurity Analyst,Bangalore,3,8.7,8,5,20.87
Software Engineer,Hyderabad,3,1.7,5,3,15.88
Cybersecurity Analyst,Pune,2,0.7,8,2,14.52
Full Stack Developer,Pune,2,2.6,16,4,18.34
DevOps Engineer,Bangalore,2,1.7,19,3,19.61
AI Engineer,Delhi,2,0.3,19,2,15.84
Cybersecurity Analyst,Pune,3,2.4,19,2,15.26
ML Engineer,Delhi,2,5.7,22,6,26.0
Cybersecurity Analyst,Delhi,2,0.4,7,3,11.57
Data Analyst,Delhi,2,7.1,14,6,20.35
ML Engineer,Delhi,2,0.6,21,4,16.64
AI Engineer,Bangalore,3,2.4,14,5,20.17
AI Engineer,Remote,2,5.5,24,5,22.77
Software Engineer,Ahmedabad,2,2.6,6,4,12.83
Software Engineer,Remote,2,0.0,16,6,13.15
AI Engineer,Chennai,2,4.1,23,1,22.42
Full Stack Developer,Chennai,3,3.8,13,4,21.95
ML Engineer,Pune,3,2.1,20,3,17.81
AI Engineer,Remote,0,0.1,20,7,19.89
AI Engineer,Ahmedabad,2,0.0,18,5,12.8
Backend Developer,Delhi,3,0.9,11,2,13.19
Cybersecurity Analyst,Pune,2,0.2,18,1,14.77
AI Engineer,Kolkata,3,0.1,23,2,16.24
Software Engineer,Chennai,2,5.6,16,3,22.9
Frontend Developer,Pune,2,4.2,21,1,17.39
AI Engineer,Delhi,2,4.2,14,9,27.85
Cloud Engineer,Pune,2,2.6,13,0,16.24
Full Stack Developer,Ahmedabad,2,0.9,5,3,12.09
Backend Developer,Chennai,3,0.3,8,3,11.03
Frontend Developer,Mumbai,2,1.2,7,3,11.54
Frontend Developer,Remote,2,3.4,21,7,22.33
Cloud Engineer,Pune,2,4.2,22,2,23.17
Data Analyst,Ahmedabad,2,0.3,8,5,8.19
AI Engineer,Delhi,2,1.6,10,2,15.76
Frontend Developer,Ahmedabad,2,2.8,20,4,17.3
Cybersecurity Analyst,Pune,3,2.0,24,2,16.9
Cloud Engineer,Chennai,2,0.8,14,8,13.65
AI Engineer,Bangalore,3,2.6,20,4,24.38
Frontend Developer,Remote,2,5.2,24,6,25.25
Data Analyst,Bangalore,2,1.6,17,4,14.24
Software Engineer,Hyderabad,2,4.0,18,2,19.46
Full Stack Developer,Kolkata,3,0.3,8,1,12.14
Data Analyst,Mumbai,3,2.2,7,7,14.26
Cybersecurity Analyst,Ahmedabad,3,5.3,6,6,22.31
DevOps Engineer,Chennai,2,8.4,6,5,29.64
Data Analyst,Delhi,3,6.1,6,1,19.89
Software Engineer,US Remote,2,0.2,12,2,27.02
AI Engineer,Hyderabad,3,0.2,24,5,16.6
Data Analyst,Pune,2,1.0,17,7,10.12
Cloud Engineer,Chennai,2,0.5,17,3,17.74
Data Analyst,Ahmedabad,2,0.2,12,5,9.14
Cybersecurity Analyst,Chennai,3,2.8,20,4,20.69
ML Engineer,Ahmedabad,2,3.9,17,3,20.77
Backend Developer,Mumbai,2,2.9,5,0,17.48
AI Engineer,Delhi,2,0.9,21,1,13.64
Cloud Engineer,Delhi,2,1.7,13,6,18.89
Backend Developer,Pune,2,2.8,5,5,14.76
ML Engineer,Delhi,3,1.0,23,4,16.79
Data Analyst,Chennai,3,0.2,12,5,10.7
DevOps Engineer,Delhi,2,1.2,14,2,16.5
AI Engineer,Pune,0,1.6,14,5,16.05
Frontend Developer,Chennai,2,0.5,22,2,11.75
ML Engineer,Delhi,2,1.5,6,6,15.41
Cloud Engineer,Remote,2,2.2,21,2,18.63
Cloud Engineer,Delhi,2,8.7,11,6,28.55
Full Stack Developer,US Remote,2,3.3,12,3,27.02
ML Engineer,Chennai,4,10.5,17,6,36.1
Backend Developer,Hyderabad,2,0.8,23,0,15.13
Backend Developer,Bangalore,4,2.9,23,7,20.56
DevOps Engineer,Bangalore,3,4.2,19,4,22.68
Data Analyst,Kolkata,0,5.7,19,3,22.06
Cybersecurity Analyst,US Remote,1,1.9,18,4,30.19
Backend Developer,Chennai,3,1.9,10,0,11.64
Data Analyst,Bangalore,2,3.1,6,3,11.67
Software Engineer,Kolkata,2,0.6,19,5,10.74
Cybersecurity Analyst,Remote,3,0.2,24,2,17.19
Software Engineer,Mumbai,2,2.0,15,4,16.04
Data Analyst,Kolkata,2,1.1,22,5,9.8
Cybersecurity Analyst,Chennai,2,3.2,16,7,20.22
AI Engineer,Pune,2,0.5,19,2,18.45
AI Engineer,Chennai,1,3.3,12,8,14.35
Data Analyst,Pune,3,0.7,19,0,13.07
DevOps Engineer,Mumbai,4,0.6,6,3,13.26
AI Engineer,Chennai,2,0.3,23,3,17.54
Cloud Engineer,Delhi,2,1.8,18,3,18.18
Frontend Developer,Pune,1,0.9,10,5,11.3
Data Analyst,Hyderabad,1,0.1,19,5,10.4
Cloud Engineer,Kolkata,2,1.0,15,5,15.91
Cybersecurity Analyst,Remote,2,0.5,11,5,12.41
Frontend Developer,Mumbai,2,6.2,5,4,21.37
Software Engineer,Kolkata,1,3.4,14,7,18.18
AI Engineer,US Remote,3,0.5,13,4,32.94
Full Stack Developer,Chennai,2,2.2,24,1,17.73
Full Stack Developer,Delhi,2,2.5,16,2,15.34
DevOps Engineer,Chennai,3,4.8,15,1,19.28
Cybersecurity Analyst,Kolkata,4,0.7,19,0,12.93
ML Engineer,US Remote,2,1.8,8,6,33.32
DevOps Engineer,Pune,1,1.5,13,4,15.13
Cloud Engineer,Pune,2,2.9,13,5,18.21
Software Engineer,Hyderabad,2,1.2,19,5,13.62
AI Engineer,Mumbai,4,0.3,10,1,17.31
Frontend Developer,US Remote,2,0.6,20,0,28.22
Backend Developer,Kolkata,2,1.9,12,2,12.0
Cloud Engineer,Delhi,2,6.8,13,6,29.13
Data Analyst,Delhi,4,0.4,17,5,16.59
Cloud Engineer,Pune,2,1.1,20,5,14.55
DevOps Engineer,Chennai,2,3.0,6,3,18.84
ML Engineer,Ahmedabad,3,3.2,11,1,21.55
Cybersecurity Analyst,US Remote,4,1.0,21,2,35.47
AI Engineer,Hyderabad,3,1.0,13,5,16.16
Cybersecurity Analyst,Remote,2,1.2,17,7,14.42
Frontend Developer,Chennai,2,0.8,24,4,15.64
Cloud Engineer,Pune,3,2.1,16,2,18.76
Full Stack Developer,Remote,1,4.6,15,2,18.2
ML Engineer,Delhi,2,1.0,13,2,15.97
Full Stack Developer,Pune,2,2.6,7,3,15.83
Cloud Engineer,Bangalore,1,0.4,10,3,12.63
Full Stack Developer,Hyderabad,2,0.3,19,2,12.01
Cybersecurity Analyst,Ahmedabad,1,4.2,11,6,18.97
Backend Developer,Pune,3,1.1,12,3,13.3
ML Engineer,Bangalore,2,1.2,18,2,18.71
Full Stack Developer,Pune,2,0.7,19,4,14.13
DevOps Engineer,Remote,3,1.1,20,2,20.98
Cloud Engineer,Mumbai,2,2.6,13,6,20.24
Full Stack Developer,Chennai,4,1.4,7,3,13.03
AI Engineer,Chennai,0,10.4,7,9,35.74
Software Engineer,Chennai,3,0.1,19,4,14.55
Cloud Engineer,Chennai,1,0.9,23,7,18.19
Cybersecurity Analyst,Chennai,2,3.7,5,5,19.9
Cybersecurity Analyst,Remote,3,2.3,22,8,19.83
Cybersecurity Analyst,Mumbai,2,1.1,8,3,15.1
Backend Developer,Chennai,2,3.3,14,1,16.36
Full Stack Developer,Mumbai,2,4.3,6,3,17.98
DevOps Engineer,Mumbai,2,5.5,21,5,28.37
Cloud Engineer,Mumbai,1,0.2,11,3,13.54
Cybersecurity Analyst,Chennai,1,1.3,13,3,11.01
DevOps Engineer,Remote,3,3.7,13,4,17.49
Full Stack Developer,Mumbai,2,1.0,16,3,14.53
Frontend Developer,US Remote,3,0.4,5,3,29.01
DevOps Engineer,Chennai,2,4.4,10,4,24.43
Full Stack Developer,Bangalore,2,4.6,16,6,24.53
ML Engineer,Remote,2,0.2,12,5,13.04
Cloud Engineer,Delhi,2,7.0,15,4,26.64
Frontend Developer,Chennai,3,3.9,22,5,20.11
Frontend Developer,Delhi,2,1.2,21,4,16.08
Backend Developer,Remote,2,2.1,13,1,12.74
DevOps Engineer,Ahmedabad,2,0.0,12,3,10.89
Full Stack Developer,Pune,2,1.8,9,1,11.14
Cybersecurity Analyst,Kolkata,2,0.4,6,4,9.26
Frontend Developer,Pune,0,1.6,16,4,10.69
Backend Developer,Delhi,2,3.1,13,1,15.44
Cloud Engineer,Pune,1,2.7,6,3,13.28
Cybersecurity Analyst,Hyderabad,2,2.0,17,2,17.57
DevOps Engineer,Delhi,3,2.9,19,1,19.28
Cloud Engineer,Pune,2,0.2,10,3,12.93
Full Stack Developer,Bangalore,3,3.2,23,4,21.28
Full Stack Developer,Bangalore,2,0.7,7,4,13.74
Software Engineer,Remote,1,1.2,16,4,14.22
Software Engineer,US Remote,2,1.3,8,3,26.17
Cloud Engineer,Pune,2,1.3,16,3,14.75
AI Engineer,Mumbai,3,6.0,14,2,27.11
Frontend Developer,Chennai,1,2.9,6,3,9.17
Cloud Engineer,Kolkata,2,0.1,7,4,10.77
ML Engineer,Remote,2,0.9,17,1,15.85
Cybersecurity Analyst,Pune,2,12.1,15,6,29.56
Frontend Developer,Remote,3,8.1,14,8,32.44
DevOps Engineer,Mumbai,2,0.5,14,7,15.62
Frontend Developer,Mumbai,3,3.4,7,3,15.54
Cybersecurity Analyst,Mumbai,1,5.1,7,6,21.79
Software Engineer,Remote,2,0.8,21,2,15.61
Cloud Engineer,Delhi,2,3.9,17,7,22.08
Software Engineer,Mumbai,0,0.9,12,2,10.88
ML Engineer,Chennai,2,0.6,6,4,16.18
Cybersecurity Analyst,Bangalore,2,3.2,18,3,20.1
Backend Developer,Remote,2,2.0,17,3,17.66
Cloud Engineer,US Remote,3,2.3,18,4,32.33
Data Analyst,Delhi,2,1.7,12,3,12.28
Cloud Engineer,Chennai,1,0.9,23,3,14.78
DevOps Engineer,US Remote,2,0.3,18,1,31.53
Data Analyst,US Remote,2,0.4,8,4,20.44
Cybersecurity Analyst,Bangalore,1,1.9,7,4,16.82
Software Engineer,Ahmedabad,3,2.3,15,3,18.05
DevOps Engineer,Pune,3,2.3,21,3,15.48
Backend Developer,Bangalore,2,8.8,14,5,32.77
Data Analyst,Kolkata,3,0.0,11,2,9.61
Frontend Developer,Chennai,2,1.7,14,7,14.93
DevOps Engineer,Remote,2,0.9,17,2,13.52
DevOps Engineer,Ahmedabad,2,1.0,23,4,14.07
Data Analyst,Hyderabad,2,0.4,11,4,10.81
Full Stack Developer,Delhi,3,1.0,18,3,16.26
DevOps Engineer,Bangalore,2,2.6,15,5,18.15
AI Engineer,Remote,1,3.8,17,0,21.88
ML Engineer,Delhi,2,2.0,17,5,15.89
ML Engineer,Mumbai,0,0.6,7,6,14.96
Cloud Engineer,Hyderabad,3,0.1,23,3,15.53
Software Engineer,Hyderabad,2,1.5,20,4,16.45
Backend Developer,Remote,3,1.0,8,2,11.96
Cybersecurity Analyst,Delhi,2,2.1,22,7,17.65
Full Stack Developer,Mumbai,2,0.9,8,1,11.53
Software Engineer,Delhi,3,0.8,16,2,14.02
Full Stack Developer,Remote,2,2.1,8,3,14.91
Frontend Developer,Bangalore,2,4.4,8,5,17.95
Cybersecurity Analyst,Ahmedabad,2,0.9,10,5,12.51
Frontend Developer,Chennai,3,4.4,7,2,19.22
Data Analyst,Mumbai,1,0.7,9,4,8.86
ML Engineer,Chennai,3,12.2,11,7,39.7
DevOps Engineer,Delhi,2,1.3,8,5,12.86
Full Stack Developer,Ahmedabad,3,4.3,7,4,16.67
Cloud Engineer,Chennai,2,1.9,14,4,16.0
Frontend Developer,Mumbai,3,4.9,11,4,21.18
ML Engineer,Remote,3,0.8,21,2,15.42
Software Engineer,US Remote,3,1.5,18,7,31.39
AI Engineer,Bangalore,1,7.8,16,2,31.86
Software Engineer,Chennai,3,0.7,7,3,10.98
AI Engineer,Hyderabad,1,1.7,24,3,18.29
DevOps Engineer,US Remote,2,1.5,7,2,32.28
Full Stack Developer,Hyderabad,3,0.6,8,4,13.82
ML Engineer,Remote,2,1.6,14,3,15.01
ML Engineer,Bangalore,2,7.2,8,5,24.28
Cybersecurity Analyst,Mumbai,2,0.8,11,6,12.96
DevOps Engineer,Chennai,2,4.7,17,4,24.75
Software Engineer,Delhi,3,0.4,17,4,14.14
Cybersecurity Analyst,Bangalore,2,0.1,22,4,12.1
ML Engineer,Kolkata,2,0.1,12,4,14.85
DevOps Engineer,Bangalore,3,1.2,23,5,19.08
Data Analyst,Kolkata,3,2.8,22,5,16.35
Cybersecurity Analyst,Bangalore,2,1.4,17,5,17.69
Cybersecurity Analyst,Hyderabad,2,2.8,7,1,14.02
Software Engineer,US Remote,2,0.7,5,2,25.61
Software Engineer,Remote,3,4.8,24,5,22.1
Frontend Developer,US Remote,3,1.1,8,3,20.88
Software Engineer,Ahmedabad,2,2.5,14,4,14.54
Frontend Developer,Hyderabad,3,1.2,14,2,20.04
Data Analyst,Mumbai,2,4.5,18,7,19.52
ML Engineer,Remote,0,4.1,16,2,14.43
Software Engineer,Pune,2,0.9,6,8,13.89
Frontend Developer,Hyderabad,2,1.5,6,7,12.89
Frontend Developer,Pune,2,2.4,17,2,16.66
Full Stack Developer,Kolkata,1,2.3,14,5,16.94
Software Engineer,Chennai,2,3.6,8,3,15.27
Backend Developer,Ahmedabad,2,0.6,9,3,9.53
Full Stack Developer,US Remote,2,1.1,23,3,28.94
Software Engineer,Kolkata,1,0.3,24,2,10.74
Frontend Developer,Remote,2,2.8,20,3,19.05
Software Engineer,Kolkata,2,1.0,17,5,12.81
Cybersecurity Analyst,Mumbai,2,2.4,11,5,16.82
AI Engineer,Delhi,2,0.1,14,2,18.12
Software Engineer,Ahmedabad,3,0.4,15,4,12.43
Full Stack Developer,Bangalore,2,0.5,23,5,13.34
Frontend Developer,Kolkata,2,0.7,21,1,12.74
Full Stack Developer,Remote,3,3.4,19,5,20.33
ML Engineer,Delhi,2,3.5,6,7,17.93
ML Engineer,Bangalore,2,1.5,18,3,13.44
Cloud Engineer,Chennai,2,4.5,15,3,18.36
Full Stack Developer,Delhi,3,0.9,17,1,12.91
AI Engineer,Pune,1,1.2,10,2,13.43
Software Engineer,Hyderabad,1,1.4,13,1,13.43
Data Analyst,Remote,2,4.8,17,9,25.92
Backend Developer,Chennai,3,1.1,20,3,14.32
Backend Developer,US Remote,2,1.4,20,3,29.61
Backend Developer,Chennai,2,2.8,10,3,15.21
Frontend Developer,Delhi,3,1.2,15,3,10.72
Full Stack Developer,Kolkata,2,2.9,6,3,16.03
Frontend Developer,Ahmedabad,2,3.6,21,7,18.42
ML Engineer,Kolkata,3,0.3,7,2,11.9
DevOps Engineer,Ahmedabad,4,1.6,17,1,17.24
Cybersecurity Analyst,US Remote,3,3.1,23,8,33.8
Data Analyst,Pune,0,3.7,20,4,16.46
Frontend Developer,Delhi,2,1.5,20,3,14.88
Data Analyst,Bangalore,2,5.7,9,5,22.78
Cybersecurity Analyst,US Remote,1,0.4,8,5,21.39
DevOps Engineer,Ahmedabad,3,1.2,7,5,12.75
ML Engineer,Kolkata,2,0.4,18,5,13.44
Cybersecurity Analyst,Mumbai,3,2.7,19,4,19.46
Data Analyst,Hyderabad,3,1.4,14,2,13.85
Software Engineer,Hyderabad,2,4.7,11,4,22.12
DevOps Engineer,Hyderabad,2,0.7,24,3,16.54
Cloud Engineer,Mumbai,3,0.1,20,6,18.17
DevOps Engineer,Remote,2,3.2,12,7,21.57
Backend Developer,Bangalore,3,0.6,5,3,10.52
DevOps Engineer,Hyderabad,4,6.8,16,8,28.45
Data Analyst,Hyderabad,2,2.0,5,2,14.27
Full Stack Developer,Delhi,2,2.4,5,3,13.17
Data Analyst,Chennai,3,0.9,19,4,12.34
Software Engineer,Remote,1,1.5,7,2,10.8
AI Engineer,Remote,2,0.4,7,5,10.96
ML Engineer,Remote,2,9.3,24,2,31.77
Software Engineer,Pune,2,2.0,21,5,15.44
AI Engineer,Remote,2,4.2,9,5,21.31
Data Analyst,Pune,2,3.1,24,4,15.15
AI Engineer,Mumbai,2,3.7,17,5,26.09
AI Engineer,Hyderabad,2,1.2,11,4,15.51
ML Engineer,Kolkata,3,0.4,9,3,16.53
Cloud Engineer,Hyderabad,3,0.9,14,1,15.57
Full Stack Developer,Mumbai,3,1.3,15,5,16.56
Backend Developer,Bangalore,3,1.2,20,3,17.35
DevOps Engineer,Pune,2,0.9,14,2,12.96
Cloud Engineer,Remote,3,1.5,7,2,17.57
AI Engineer,Hyderabad,3,0.6,22,4,19.97
Cloud Engineer,Hyderabad,2,11.7,6,9,33.74
Frontend Developer,Kolkata,4,2.0,20,7,15.16
Software Engineer,Delhi,2,0.2,14,2,12.37
AI Engineer,Chennai,2,1.0,13,2,15.82
Cybersecurity Analyst,Delhi,3,3.3,18,2,19.07
Data Analyst,Pune,3,1.1,14,3,11.17
Backend Developer,Mumbai,3,5.9,24,6,29.31
Cloud Engineer,US Remote,0,0.8,12,2,31.93
Data Analyst,Mumbai,3,2.1,19,8,17.93
ML Engineer,Ahmedabad,2,8.8,12,8,26.75
AI Engineer,Ahmedabad,2,4.2,11,9,25.17
Full Stack Developer,Mumbai,2,0.6,24,5,13.52
AI Engineer,Delhi,2,0.1,18,6,20.37
Frontend Developer,US Remote,3,8.6,23,6,46.86
Software Engineer,Bangalore,3,1.5,21,3,18.15
Full Stack Developer,Delhi,2,1.8,17,4,17.72
DevOps Engineer,Ahmedabad,2,1.2,20,4,15.96
AI Engineer,US Remote,3,8.7,17,9,58.8
ML Engineer,Chennai,2,0.5,19,1,13.27
Cybersecurity Analyst,Bangalore,2,1.9,24,2,18.37
Frontend Developer,Mumbai,1,2.6,8,2,15.23
Full Stack Developer,Hyderabad,2,1.0,17,4,14.57
AI Engineer,Ahmedabad,2,3.3,24,5,14.98
AI Engineer,Hyderabad,2,3.5,18,2,23.46
Full Stack Developer,Ahmedabad,2,0.6,5,5,10.04
Software Engineer,Pune,3,0.0,21,3,11.96
Cybersecurity Analyst,Kolkata,2,3.6,19,4,20.03
DevOps Engineer,US Remote,4,2.0,20,3,42.97
DevOps Engineer,Mumbai,2,0.2,23,1,17.48
Full Stack Developer,Kolkata,2,1.8,18,3,15.97
Backend Developer,Hyderabad,2,12.8,20,7,39.4
ML Engineer,Bangalore,3,1.8,24,3,18.52
Frontend Developer,Delhi,2,3.3,13,2,17.87
Backend Developer,US Remote,2,0.8,24,0,18.68
AI Engineer,Remote,2,5.4,10,3,27.77
Cloud Engineer,Ahmedabad,1,0.4,10,5,13.96
DevOps Engineer,Pune,2,6.0,15,0,24.94
Data Analyst,Delhi,2,0.0,18,4,9.72
Frontend Developer,Kolkata,3,7.4,22,4,20.99
Data Analyst,Kolkata,2,8.6,21,7,21.78
AI Engineer,Pune,4,3.4,14,6,23.85
Software Engineer,Delhi,2,8.6,13,1,24.08
AI Engineer,Ahmedabad,2,0.1,23,9,15.41
AI Engineer,Delhi,4,2.5,21,2,21.3
DevOps Engineer,Hyderabad,2,0.8,6,1,12.76
Software Engineer,Delhi,2,7.4,8,7,27.46
ML Engineer,Mumbai,2,7.2,10,2,25.34
Data Analyst,Ahmedabad,1,2.0,12,5,11.19
Cloud Engineer,Chennai,2,1.5,7,5,16.65
Data Analyst,US Remote,2,0.5,6,3,23.25
Data Analyst,Chennai,4,5.4,8,4,21.2
DevOps Engineer,Delhi,3,0.9,11,4,14.05
AI Engineer,Chennai,2,0.5,15,2,12.9
Backend Developer,US Remote,3,0.5,20,1,29.07
Full Stack Developer,US Remote,0,8.4,21,6,49.27
Frontend Developer,Ahmedabad,3,0.9,12,2,10.68
Cybersecurity Analyst,Hyderabad,2,3.7,9,4,17.99
Backend Developer,Kolkata,2,5.1,21,4,23.54
Cybersecurity Analyst,Mumbai,2,0.7,11,3,13.59
DevOps Engineer,Ahmedabad,1,1.1,10,6,14.97
AI Engineer,Kolkata,2,0.6,14,3,16.76
Full Stack Developer,Remote,2,7.4,16,9,25.0
ML Engineer,Hyderabad,2,0.9,23,2,16.46
Frontend Developer,Kolkata,2,4.7,7,2,15.13
Software Engineer,Remote,2,1.7,24,3,17.22
Frontend Developer,Mumbai,2,0.2,8,3,10.76
Cloud Engineer,Kolkata,2,0.2,5,3,10.74
Backend Developer,Mumbai,3,1.4,5,4,11.09
Cybersecurity Analyst,Hyderabad,2,5.5,23,3,24.9
Cloud Engineer,Bangalore,2,3.3,21,2,19.52
Full Stack Developer,Delhi,2,0.5,15,7,15.27
DevOps Engineer,Delhi,0,0.4,12,3,13.94
AI Engineer,Kolkata,2,2.9,15,1,14.91
AI Engineer,Mumbai,3,3.6,7,2,21.45
Data Analyst,Ahmedabad,2,2.8,5,4,12.1
Software Engineer,Delhi,2,0.9,10,2,10.07
ML Engineer,Pune,2,1.0,8,5,15.99
Software Engineer,Mumbai,2,0.2,5,3,11.93
Full Stack Developer,Chennai,3,7.2,16,6,30.18
Frontend Developer,Chennai,2,0.2,21,1,11.12
DevOps Engineer,Chennai,2,1.4,22,6,14.77
Frontend Developer,Chennai,2,3.6,20,8,21.89
ML Engineer,Kolkata,2,0.6,8,5,14.07
AI Engineer,Pune,2,0.2,21,1,16.01
Software Engineer,Bangalore,3,5.7,15,9,21.72
Full Stack Developer,Ahmedabad,2,0.6,21,6,13.07
Frontend Developer,Delhi,2,3.1,17,8,14.87
Full Stack Developer,Hyderabad,3,1.9,13,3,16.43
Backend Developer,US Remote,2,2.6,14,6,36.77
Data Analyst,Chennai,3,0.0,16,3,10.37
Frontend Developer,Hyderabad,2,6.9,9,5,18.87
Backend Developer,Chennai,3,1.8,12,2,13.81
Full Stack Developer,Kolkata,3,4.2,21,5,17.38
Data Analyst,Remote,3,2.9,19,6,19.36
DevOps Engineer,Bangalore,3,2.0,18,4,15.24
Software Engineer,Chennai,2,7.7,18,8,30.02
Full Stack Developer,Bangalore,2,3.5,12,4,21.76
Cloud Engineer,Pune,2,2.7,17,3,19.23
AI Engineer,Chennai,2,3.5,20,5,17.3
Cloud Engineer,Pune,2,1.7,19,2,20.57
AI Engineer,Remote,3,1.0,19,4,13.7
Full Stack Developer,Hyderabad,2,0.6,14,3,13.64
Software Engineer,Kolkata,2,0.4,17,5,13.27
Backend Developer,Remote,1,0.6,7,0,10.37
Software Engineer,Ahmedabad,3,12.1,7,6,32.5
Full Stack Developer,Pune,2,0.1,22,1,15.02
Full Stack Developer,Hyderabad,2,1.1,17,5,17.09
Cybersecurity Analyst,US Remote,3,1.2,13,8,35.09
Cloud Engineer,Chennai,0,1.8,13,4,17.7
Backend Developer,Chennai,2,2.7,19,3,17.36
ML Engineer,Pune,2,8.4,10,9,32.07
ML Engineer,Hyderabad,2,0.1,8,8,14.86
Full Stack Developer,Delhi,4,1.7,9,4,14.68
AI Engineer,Delhi,2,0.2,5,2,12.45
Frontend Developer,Ahmedabad,2,1.6,8,4,15.17
AI Engineer,Chennai,2,2.9,23,3,22.32
ML Engineer,Ahmedabad,2,1.6,17,5,14.43
Cloud Engineer,Remote,2,1.3,10,3,16.56
AI Engineer,Chennai,2,1.8,21,6,18.62
Full Stack Developer,Kolkata,0,3.2,17,3,18.72
Software Engineer,Chennai,2,1.6,19,2,14.29
DevOps Engineer,Ahmedabad,3,0.4,14,3,13.26
Software Engineer,Ahmedabad,2,0.8,24,2,13.22
Full Stack Developer,Remote,2,0.9,18,8,15.28
Data Analyst,Bangalore,0,0.0,23,1,11.66
AI Engineer,Mumbai,3,0.1,11,8,17.61
Software Engineer,Bangalore,1,0.4,19,1,14.49
Cybersecurity Analyst,Kolkata,1,1.8,19,4,17.25
Data Analyst,Remote,2,5.5,22,5,17.93
Frontend Developer,Mumbai,2,1.9,14,3,15.06
Backend Developer,Mumbai,2,1.7,6,8,16.71
Full Stack Developer,Mumbai,0,2.6,6,4,16.85
Backend Developer,US Remote,2,0.7,15,10,26.97
ML Engineer,US Remote,1,2.0,9,6,42.0
AI Engineer,Chennai,2,1.4,9,1,10.56
Cloud Engineer,Ahmedabad,3,1.5,22,3,20.36
Software Engineer,Hyderabad,1,0.9,11,1,9.3
Data Analyst,Delhi,0,2.3,15,3,14.95
Backend Developer,Delhi,3,1.0,13,1,15.19
ML Engineer,Remote,1,1.8,20,3,16.01
Software Engineer,Pune,1,0.3,20,4,11.21
Software Engineer,Ahmedabad,2,0.4,22,1,9.39
Frontend Developer,Ahmedabad,2,10.0,9,7,26.16
Data Analyst,Pune,3,0.8,15,2,13.11
Backend Developer,Hyderabad,1,1.1,12,2,11.48
AI Engineer,Ahmedabad,3,0.2,16,3,12.9
ML Engineer,Bangalore,2,1.0,7,4,17.5
Cybersecurity Analyst,Ahmedabad,3,0.7,8,0,12.97
Full Stack Developer,Bangalore,2,1.2,21,2,14.78
Backend Developer,Ahmedabad,2,3.8,7,2,14.21
Software Engineer,Pune,2,4.8,15,9,21.58
DevOps Engineer,Remote,2,1.8,20,4,17.67
Data Analyst,Remote,3,2.4,10,5,17.02
Full Stack Developer,US Remote,4,2.6,10,3,29.15
Full Stack Developer,Chennai,2,0.3,8,2,10.96
DevOps Engineer,Mumbai,0,0.7,14,3,12.54
Full Stack Developer,Hyderabad,2,6.4,9,2,21.39
Backend Developer,Chennai,3,3.4,5,5,16.95
ML Engineer,Pune,2,1.8,17,0,15.34
Frontend Developer,Pune,2,8.7,5,4,25.4
Software Engineer,Hyderabad,2,3.3,10,2,17.01
DevOps Engineer,Mumbai,2,3.9,20,3,22.1
AI Engineer,US Remote,2,1.5,24,1,43.02
Cloud Engineer,Pune,2,6.1,21,6,21.97
DevOps Engineer,Pune,2,5.7,6,1,25.74
Full Stack Developer,Remote,0,1.2,7,1,10.75
Software Engineer,Remote,3,0.2,23,3,14.85
Frontend Developer,Kolkata,4,3.8,12,5,17.6
Cybersecurity Analyst,Remote,2,4.6,12,4,19.11
Full Stack Developer,Mumbai,2,5.4,20,7,23.35
DevOps Engineer,Chennai,3,0.5,18,2,17.47
DevOps Engineer,Remote,0,2.3,10,2,17.39
Cloud Engineer,Pune,2,2.7,10,2,18.55
Frontend Developer,Bangalore,2,8.4,16,8,27.17
Data Analyst,Kolkata,2,1.4,19,1,12.16
DevOps Engineer,Bangalore,2,1.2,15,2,12.81
Data Analyst,Mumbai,2,5.5,6,3,22.87
Full Stack Developer,Bangalore,0,3.3,17,2,12.88
Frontend Developer,Remote,2,9.9,21,4,31.02
ML Engineer,Bangalore,2,0.9,13,5,20.74
Frontend Developer,Kolkata,2,1.8,21,5,14.6
DevOps Engineer,Remote,3,3.1,15,3,17.36
Backend Developer,Kolkata,3,0.2,18,2,10.39
Full Stack Developer,Pune,2,3.4,8,2,20.61
ML Engineer,Hyderabad,2,0.9,19,2,15.38
